,Image Filename,label,score,count,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
20,000042.jpg,"['train', 'car', 'car', 'train', 'train']","[0.10813476, 0.4496969, 0.18394189, 0.16586162, 0.40960607, 0.33087584, 0.10452476]",5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
21,000044.jpg,"['chair', 'cat', 'dog', 'chair', 'chair']","[0.117652275, 0.14566776, 0.23640169, 0.10152116, 0.114375405, 0.716094, 0.1728393, 0.100917295, 0.12059911, 0.49749562, 0.16095863, 0.11161269, 0.10974227, 0.11939965]",5,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
22,000046.jpg,['bird'],"[0.10027103, 0.102781445, 0.71910805]",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,000047.jpg,"['car', 'bicycle', 'chair', 'chair', 'bicycle', 'car']","[0.14603302, 0.13814843, 0.13230401, 0.18805955, 0.31034067, 0.19526932, 0.14461793, 0.49932724, 0.10906405, 0.15532994, 0.30219096]",6,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
24,000048.jpg,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,000050.jpg,"['human', 'chair', 'human', 'human', 'chair', 'human', 'chair', 'bottle', 'bottle', 'bottle', 'chair', 'human', 'bottle', 'bottle', 'bottle', 'chair', 'diningtable', 'chair', 'diningtable', 'chair']","[0.13270661, 0.19668394, 0.101914264, 0.1579298, 0.13816662, 0.27361876, 0.215012, 0.25408354, 0.2545438, 0.101537496, 0.16221586, 0.1048173, 0.121983245, 0.18106158, 0.12253858, 0.30103174, 0.3282051, 0.28919333, 0.36426955, 0.48595315, 0.47675243, 0.10107571, 0.26617694, 0.12369576, 0.11109063, 0.10095957, 0.11975555, 0.13351211, 0.19953398, 0.12397282, 0.10478518, 0.52035195, 0.20389389, 0.38762373, 0.13070944, 0.49036092, 0.10750984, 0.13267708, 0.14994678, 0.12175811]",20,0,0,0,0,6,0,0,0,7,0,2,0,0,0,5,0,0,0,0,0
26,000051.jpg,"['motorbike', 'human', 'motorbike', 'motorbike', 'motorbike']","[0.105812006, 0.15200797, 0.19791901, 0.35755098, 0.2953633, 0.2125437, 0.10782856, 0.12842607, 0.10291111]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
27,000052.jpg,[],"[0.10177826, 0.12754424, 0.13768193, 0.13486992, 0.112477526]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,000060.jpg,[],[0.1027916],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,000061.jpg,"['bird', 'boat', 'boat', 'boat', 'boat']","[0.16741009, 0.103430204, 0.24033724, 0.13043578, 0.10047648, 0.14599107, 0.46345577, 0.4134656, 0.116301104, 0.12086791, 0.37099454]",5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,000063.jpg,"['diningtable', 'diningtable', 'dog', 'chair', 'chair', 'diningtable']","[0.11424125, 0.24168094, 0.21148013, 0.7258614, 0.6576479, 0.2225011, 0.1143613, 0.35967076]",6,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0
31,000064.jpg,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,000065.jpg,['dog'],"[0.7707786, 0.11507906, 0.10704546]",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,000066.jpg,"['tvmonitor', 'train', 'human', 'car', 'human', 'human', 'boat', 'dog', 'boat', 'train']","[0.15731186, 0.107185654, 0.1721649, 0.28269452, 0.2110361, 0.35423148, 0.30249125, 0.1294277, 0.19530788, 0.16066003, 0.16748227, 0.10437723, 0.11383938, 0.13225399, 0.4008892]",10,0,0,0,2,0,0,1,0,0,0,0,1,0,0,3,0,0,0,2,1
34,000072.jpg,"['chair', 'motorbike', 'motorbike', 'motorbike']","[0.140396, 0.10525737, 0.10328143, 0.11276952, 0.10163002, 0.26585105, 0.17426741, 0.11977879, 0.123306334, 0.12581696, 0.1610117, 0.50536567, 0.10499952]",4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
35,000073.jpg,['boat'],"[0.12244707, 0.10469057, 0.10023584, 0.17634615, 0.13688959, 0.14011697, 0.11657813, 0.10481764, 0.12263462, 0.14877057, 0.10977004]",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,000077.jpg,"['cat', 'cat']","[0.1686839, 0.3128958]",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
37,000078.jpg,"['sofa', 'sofa', 'dog', 'sofa', 'dog', 'dog', 'bottle', 'dog', 'dog', 'dog', 'dog', 'sofa', 'dog']","[0.10828814, 0.17491545, 0.13251215, 0.14062463, 0.19194014, 0.23228225, 0.15288205, 0.41625282, 0.11480904, 0.21687873, 0.11960507, 0.15704171, 0.27883556, 0.12943181, 0.29287735, 0.31006923, 0.39571217, 0.12393503, 0.4382367, 0.15119207]",13,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0
38,000081.jpg,"['sofa', 'human', 'sofa', 'cat', 'human', 'human', 'human', 'human', 'human', 'human', 'chair', 'bottle', 'sofa', 'human', 'sofa', 'human', 'human', 'human', 'human', 'sofa', 'sofa', 'sofa', 'chair']","[0.1511935, 0.13222009, 0.13855684, 0.19045775, 0.30366442, 0.17742686, 0.13885908, 0.11728177, 0.19955595, 0.1971068, 0.18996413, 0.23708431, 0.15056215, 0.114994705, 0.1367672, 0.21065699, 0.12922919, 0.13454658, 0.11588147, 0.17277168, 0.1717199, 0.15865369, 0.19268999, 0.13520983, 0.10674823, 0.45568308, 0.101784326, 0.17128289, 0.12716039, 0.17307328, 0.19284163, 0.18104585, 0.13253057, 0.15374891, 0.3255562, 0.12750116, 0.3592836, 0.12282777, 0.18367212]",23,0,0,0,0,1,0,0,1,2,0,0,0,0,0,12,0,0,7,0,0
39,000083.jpg,"['human', 'car', 'human', 'human', 'human', 'car', 'bottle', 'car', 'human', 'car', 'car']","[0.12186175, 0.11871001, 0.2470273, 0.21130998, 0.14505906, 0.110017784, 0.14100334, 0.22688247, 0.18106249, 0.23399708, 0.19749083, 0.10059594, 0.20889507, 0.15828374, 0.18724318, 0.15811223, 0.111708626, 0.6512631, 0.10031281, 0.12512386]",11,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0
40,000089.jpg,"['tvmonitor', 'tvmonitor', 'cat', 'human', 'sofa', 'sofa', 'sofa', 'bottle', 'bottle', 'sofa', 'human', 'chair', 'chair', 'human']","[0.16310072, 0.1008852, 0.27222046, 0.12994896, 0.11081464, 0.28534496, 0.10166461, 0.29104757, 0.13087444, 0.16280149, 0.29908916, 0.14686671, 0.4197642, 0.48194125, 0.12034079, 0.1619879, 0.4127256, 0.23652492, 0.111848585, 0.10118891, 0.21434706, 0.1512655, 0.21215864, 0.11656995, 0.14106598]",14,0,0,0,0,2,0,0,1,2,0,0,0,0,0,3,0,0,4,0,2
41,000091.jpg,"['car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'pottedplant', 'pottedplant', 'human', 'pottedplant', 'car', 'pottedplant']","[0.10347069, 0.10032886, 0.1666668, 0.22739577, 0.40163222, 0.105372526, 0.1468616, 0.24960443, 0.2356304, 0.2700753, 0.22643971, 0.39369252, 0.17229404, 0.2791826, 0.1943948, 0.29541144, 0.28132984, 0.14561929, 0.16352704, 0.11510243, 0.11570331, 0.2329328, 0.13184561]",15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,4,0,0,0,0
42,000093.jpg,"['dog', 'dog', 'sofa', 'sofa', 'sofa', 'sofa']","[0.14984208, 0.1128455, 0.12689522, 0.11415458, 0.14622156, 0.76093644, 0.15733987, 0.11035144, 0.29627058, 0.10295577, 0.2854088, 0.13314657, 0.18784437, 0.15157796]",6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
43,000095.jpg,"['car', 'car', 'train', 'train', 'car', 'car', 'train', 'car']","[0.16504095, 0.12949142, 0.14005503, 0.17663497, 0.15812288, 0.6695742, 0.11245958, 0.10649803, 0.31237927, 0.20104785, 0.1157249, 0.10167234, 0.12730502, 0.10237022, 0.16458996, 0.20110936]",8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0
44,000099.jpg,"['pottedplant', 'pottedplant', 'chair', 'diningtable', 'cat', 'chair']","[0.16688335, 0.25624388, 0.12937793, 0.1751849, 0.1466223, 0.20038381, 0.10191394, 0.6531757, 0.13462333, 0.124316454, 0.10823374, 0.22151387]",6,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0
45,000101.jpg,"['tvmonitor', 'chair', 'human', 'car', 'chair', 'chair', 'chair', 'chair']","[0.1905005, 0.10167042, 0.11894621, 0.21537168, 0.101703204, 0.35549325, 0.21615948, 0.20986743, 0.39648998, 0.13655353, 0.1716661, 0.18190914, 0.10937034, 0.107399665]",8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,1
46,000102.jpg,"['diningtable', 'diningtable', 'sofa', 'diningtable', 'sofa']","[0.3374537, 0.24496189, 0.5421637, 0.13095054, 0.10367666, 0.5290041, 0.10801848, 0.41333926]",5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0
47,000104.jpg,['tvmonitor'],"[0.1935656, 0.11397335]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,000107.jpg,"['sheep', 'sheep', 'sheep', 'cow', 'cow', 'sheep', 'sheep', 'sheep', 'sheep']","[0.10445024, 0.10463706, 0.10257507, 0.23574795, 0.10109204, 0.46572977, 0.18207116, 0.16502884, 0.4233416, 0.12750274, 0.31459063, 0.13585837, 0.15714031, 0.4382163, 0.1406952, 0.29552287, 0.12315886, 0.11075888, 0.11789494, 0.10281287]",9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0
49,000109.jpg,"['diningtable', 'bird', 'human', 'human']","[0.25565258, 0.6914004, 0.12344457, 0.21787918, 0.14653575, 0.19202617, 0.11602359]",4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
50,000110.jpg,"['train', 'train', 'human', 'human', 'train', 'train']","[0.18563747, 0.11971795, 0.39162123, 0.1088236, 0.26774925, 0.11250705, 0.26902533, 0.10289596, 0.100793146, 0.1259814, 0.23499635, 0.19005486, 0.12236308, 0.14001672]",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
51,000112.jpg,['dog'],[0.21680956],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,000113.jpg,['human'],[0.3304962],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,000117.jpg,['aeroplane'],[0.652159],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,000118.jpg,"['bottle', 'cat', 'train']","[0.13640855, 0.10166095, 0.13232532, 0.11817648, 0.26729918, 0.1272909, 0.12997086, 0.75001764, 0.12520531, 0.44405088, 0.10313585]",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,000120.jpg,['dog'],[0.25323296],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,000121.jpg,"['bottle', 'tvmonitor', 'tvmonitor', 'tvmonitor', 'tvmonitor', 'bottle', 'tvmonitor', 'diningtable']","[0.19927365, 0.18787037, 0.21666671, 0.10035822, 0.43689448, 0.30010268, 0.13303873, 0.3244223, 0.28652114, 0.11793772, 0.117767274, 0.23649302]",8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
57,000122.jpg,['cat'],[0.20368788],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,000123.jpg,"['train', 'car']","[0.67426735, 0.1318738, 0.1345703, 0.1629128, 0.12096754]",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59,000125.jpg,"['dog', 'dog', 'human', 'human', 'bicycle', 'bottle', 'chair', 'human']","[0.12986572, 0.12322326, 0.22186206, 0.21776798, 0.24466829, 0.35735756, 0.14024638, 0.10846319, 0.114541784, 0.6419942, 0.1502415, 0.14457683, 0.17189723, 0.14192562, 0.11484702, 0.1607163]",8,0,1,0,0,1,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0
60,000129.jpg,['bicycle'],"[0.14655213, 0.10098829, 0.45503977]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,000130.jpg,"['bird', 'bird', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat']","[0.27091002, 0.19193348, 0.12865484, 0.10351548, 0.13550909, 0.112115055, 0.10607566, 0.19026685, 0.123820364, 0.14620954, 0.18590876, 0.19057852, 0.24793145, 0.16793425, 0.11957573, 0.12731202, 0.19144306, 0.113791086, 0.100848004, 0.18481323, 0.55279523, 0.18491615, 0.113418154, 0.10616642]",11,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,000131.jpg,['car'],[0.15299654],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,000132.jpg,"['human', 'bus']","[0.11333349, 0.18072076, 0.11632757, 0.13571353, 0.83194476]",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,000133.jpg,"['human', 'horse', 'horse', 'human', 'human', 'horse', 'cow', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse']","[0.10393679, 0.23848327, 0.5051851, 0.10013317, 0.19972268, 0.11215753, 0.29835817, 0.2135515, 0.13962194, 0.10799719, 0.34842604, 0.16142128, 0.14144084, 0.19183622, 0.16009372, 0.35870174, 0.21698242, 0.1569799, 0.2506599, 0.22002241, 0.26176858, 0.15476905, 0.10348522]",16,0,0,0,0,0,0,0,0,0,1,0,0,12,0,3,0,0,0,0,0
65,000134.jpg,"['tvmonitor', 'tvmonitor', 'car', 'car']","[0.11770493, 0.2006338, 0.16643229, 0.107557066, 0.12541014, 0.16496252, 0.4941015, 0.1470487]",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
66,000138.jpg,"['dog', 'human', 'sofa', 'human', 'human', 'human', 'bottle', 'diningtable', 'diningtable', 'diningtable']","[0.20667012, 0.11007614, 0.11049655, 0.24333212, 0.49422473, 0.12853146, 0.26330066, 0.29513276, 0.18556324, 0.121906154, 0.14936432, 0.12676689, 0.10288652, 0.40148154, 0.24072252, 0.265533, 0.3015351, 0.11596175]",10,0,0,0,0,1,0,0,0,0,0,3,1,0,0,4,0,0,1,0,0
67,000140.jpg,"['dog', 'dog', 'sofa', 'sofa']","[0.145651, 0.14545463, 0.14975421, 0.13292207, 0.1732916, 0.10340591, 0.1269788, 0.10534746, 0.111614, 0.8165171, 0.6470019, 0.13430445, 0.15912917]",4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
68,000141.jpg,"['pottedplant', 'bird']","[0.13799064, 0.11822603, 0.19218348, 0.72764987, 0.12603484]",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,000142.jpg,[],[0.14321618],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,000143.jpg,"['cat', 'cat', 'cat', 'sofa']","[0.11737002, 0.20034017, 0.16260669, 0.13916183, 0.74059385, 0.101359844, 0.10624767, 0.2926449, 0.12700826, 0.13301401]",4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
71,000146.jpg,['human'],[0.19370583],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,000147.jpg,"['chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair']","[0.45703137, 0.15289378, 0.10193875, 0.12091441, 0.14963666, 0.4407022, 0.13824382, 0.12988259, 0.4134125, 0.10763295, 0.33336496, 0.13279137, 0.1737475, 0.30930084, 0.41909227, 0.15459973, 0.40281066, 0.10795624, 0.14913473, 0.16546842, 0.113233946, 0.10721775]",11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
73,000150.jpg,"['diningtable', 'diningtable', 'diningtable', 'diningtable', 'human', 'human', 'pottedplant', 'dog', 'horse', 'human', 'bicycle']","[0.14232734, 0.14326397, 0.16683061, 0.15926404, 0.14561178, 0.14035498, 0.14956856, 0.12703367, 0.16248865, 0.13320495, 0.1564902, 0.14021444, 0.12235911, 0.16849878, 0.15195143, 0.10563566, 0.15137741, 0.17330141, 0.11624978, 0.7138586, 0.12599862, 0.20086293, 0.25336757, 0.10319808, 0.13980612, 0.12446266]",11,0,1,0,0,0,0,0,0,0,0,4,1,1,0,3,1,0,0,0,0
74,000153.jpg,"['car', 'cow', 'cow', 'cow', 'car', 'boat', 'car']","[0.42682818, 0.12134392, 0.10181872, 0.25749272, 0.33513096, 0.12569943, 0.10286137, 0.26342437, 0.12088482, 0.38725594, 0.114276096, 0.10862934, 0.23867506, 0.12433084, 0.13422866, 0.12773551, 0.5471329, 0.11816935, 0.12200439]",7,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
75,000154.jpg,"['boat', 'boat']","[0.2980112, 0.33078262]",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,000156.jpg,['car'],"[0.120735556, 0.26513278, 0.14074332, 0.13671151]",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,000158.jpg,['bird'],[0.7278347],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,000159.jpg,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,000161.jpg,"['bird', 'pottedplant', 'human', 'pottedplant', 'pottedplant', 'car', 'bicycle', 'car', 'car']","[0.10891712, 0.11700815, 0.10042605, 0.22201139, 0.10429508, 0.1993908, 0.20694736, 0.16318406, 0.18382096, 0.4554093, 0.17184854, 0.109488264, 0.365047, 0.3442648]",9,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0
80,000162.jpg,"['tvmonitor', 'bottle', 'bottle', 'human', 'bottle', 'bottle', 'diningtable', 'tvmonitor', 'diningtable', 'tvmonitor', 'chair', 'chair', 'diningtable', 'chair']","[0.12509345, 0.11854485, 0.12243948, 0.2802036, 0.16195859, 0.12733923, 0.14041115, 0.17942233, 0.13200255, 0.38198996, 0.15244271, 0.5625495, 0.11422643, 0.13038749, 0.1443585, 0.15014656, 0.16292496, 0.1288172, 0.30395466, 0.32741338, 0.5743981, 0.14040327, 0.29516664, 0.14182821, 0.23682915, 0.23309764, 0.13125621, 0.111790165, 0.13429844]",14,0,0,0,0,4,0,0,0,3,0,3,0,0,0,1,0,0,0,0,3
81,000163.jpg,"['human', 'motorbike']","[0.10884323, 0.28605735, 0.37587512]",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
82,000164.jpg,"['human', 'human', 'motorbike']","[0.33061886, 0.14471368, 0.10298286, 0.1665031, 0.6358105, 0.10824864, 0.11328281, 0.104476675]",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
83,000165.jpg,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,000169.jpg,"['car', 'car']","[0.10419966, 0.14948072, 0.12151829, 0.15648861, 0.2674818]",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
85,000170.jpg,"['bottle', 'bottle', 'bottle', 'human', 'bottle', 'bottle', 'diningtable', 'bottle', 'bottle', 'human', 'diningtable']","[0.113691546, 0.11810534, 0.3494398, 0.50677085, 0.12535305, 0.19396411, 0.23901407, 0.15757222, 0.12801485, 0.10139579, 0.40351695, 0.18313637, 0.33457378, 0.17390358, 0.12058904, 0.1385824, 0.118235804, 0.115231514, 0.10555991, 0.12721841, 0.39125305, 0.128008, 0.10859298, 0.23303641, 0.13326514]",11,0,0,0,0,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
86,000171.jpg,"['human', 'dog', 'sofa', 'sofa']","[0.27919534, 0.45375693, 0.10817244, 0.122539155, 0.35069263, 0.19475083]",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
87,000173.jpg,"['human', 'horse']","[0.19717197, 0.60516244]",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
